"seqID","kbase_suffix","Domain","Phylum","Class","Order","Family","Genus","Species","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings","kbase_file","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination","Contamination level"
"132","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485","GCF_002878485.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.22","0.921","GCF_002878485.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.22","0.921","ani_screen","classification based on ANI only","GCF_000633255.1, s__Pseudomonas_E sp00...","97.72","-","-","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"133","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764645","GCF_009764645.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764645","98.14","0.942","GCF_009764645.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764645","98.14","0.942","ani_screen","classification based on ANI only","GCF_001297015.1, s__Pseudomonas_E sp00...","96.92","-","-","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,795,18,0,0,0,100,2.09,"Low"
"134","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus_C","GCF_900520355.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_C","96.27","0.891","GCF_900520355.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_C","96.27","0.891","ani_screen","classification based on ANI only","GCF_000368965.1, s__Acinetobacter calc...","97.97","-","-","TCS_genomes_8_DRAM","c__Gammaproteobacteria",1164,275,174,1,274,0,0,0,0,99.43,0,"No detectable contamination"
"135","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","","-","-","-","-","-","GCF_014836545.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas pennii","92.74","0.876","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_001431535.1, s__Stenotrophomonas c...","98.43","0.99851","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_8_DRAM","f__Xanthomonadaceae",55,659,290,1,657,1,0,0,0,99.83,0.04,"Very low"
"136","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002980155","GCF_019212185.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002980155","97.42","0.866","GCF_019212185.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002980155","97.42","0.866","ani_screen","classification based on ANI only","GCF_014236655.1, s__Pseudomonas_E kiel...","97.7","-","-","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45,"Very low"
"137","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_003732265.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brassicacearum_D","93.74","0.852","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_006438915.1, s__Pseudomonas_E arse...","97.86","0.99665","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"138","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_015461845.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mucoides","93.5","0.84","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_003732265.1, s__Pseudomonas_E bras...","97.8","0.99668","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.38,"Very low"
"139","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E proteolytica","GCF_007858275.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E proteolytica","98.48","0.908","GCF_007858275.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E proteolytica","98.48","0.908","ani_screen","classification based on ANI only","GCF_016925675.1, s__Pseudomonas_E sp01...","96.98","-","-","TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"14","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","95.56","0.901","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","95.56","0.901","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","97","-","-","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.12,"Very low"
"140","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia_J","Serratia_J proteamaculans_D","GCF_013337185.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_J;s__Serratia_J proteamaculans_D","98.74","0.965","GCF_013337185.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_J;s__Serratia_J proteamaculans_D","98.74","0.965","ani_screen","classification based on ANI only","GCF_900457075.1, s__Serratia_J quinivo...","98.21","-","-","TCS_genomes_8_DRAM","f__Enterobacteriaceae",55,546,224,0,545,1,0,0,0,100,0.03,"Very low"
"141","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","","-","-","-","-","-","GCA_002387205.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_N","81.28","0.627","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_004010935.1, s__Stutzerimonas sp00...","98.73","0.99043","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_8_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14,"Very low"
"142","TCS_genomes_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","","-","-","-","-","-","GCA_002387205.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_N","81.31","0.621","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_004010935.1, s__Stutzerimonas sp00...","98.73","0.99043","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_8_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14,"Very low"
"143","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","","-","-","-","-","-","GCA_002387205.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_N","81.25","0.623","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_004010935.1, s__Stutzerimonas sp00...","98.73","0.99043","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14,"Very low"
"144","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BO","85.67","0.77","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_018502625.1, s__Pseudomonas_E fluo...","98.61","0.99103","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19,"Very low"
"145","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BO","85.72","0.763","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_018502625.1, s__Pseudomonas_E fluo...","98.61","0.99103","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19,"Very low"
"146","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BO","85.67","0.778","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_024169315.1, s__Pseudomonas_E migu...","98.59","0.99103","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.68,0.11,"Very low"
"147","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BO","85.79","0.755","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_018502625.1, s__Pseudomonas_E fluo...","98.61","0.99103","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19,"Very low"
"148","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp012935755","GCF_012935755.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp012935755","98.65","0.94","GCF_012935755.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp012935755","98.65","0.94","ani_screen","classification based on ANI only","GCF_008370045.1, s__Pseudomonas_E sp00...","97.76","-","-","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45,"Very low"
"149","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_000585995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brassicacearum_A","93.97","0.888","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_004786035.1, s__Pseudomonas_E vici...","97.56","0.99648","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.15,"Very low"
"15","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.72","0.928","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.72","0.928","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","96.21","-","-","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.92,0.43,"Very low"
"150","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001976065.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_G","93.23","0.887","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000282475.1, s__Pseudomonas_E sp00...","96.96","0.99711","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.51,"Very low"
"151","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E migulae_B","GCF_024169315.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E migulae_B","98.89","0.949","GCF_024169315.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E migulae_B","98.89","0.949","ani_screen","classification based on ANI only","GCF_018502625.1, s__Pseudomonas_E fluo...","97.78","-","-","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,806,7,0,0,0,100,0.68,"Very low"
"152","TCS_genomes_9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_012927325.1, s__Chryseobacterium a...","97.7","0.99635","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Flavobacteriales",123,324,204,0,322,2,0,0,0,100,0.74,"Very low"
"153","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","92.36","0.815","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","97.76","0.99685","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"154","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","92.39","0.817","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","97.76","0.99685","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"155","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","92.31","0.828","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","97.76","0.99685","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"156","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.882","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.882","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","95.35","-","-","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,736,76,1,0,0,100,10.36,"High"
"157","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.888","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.888","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","97.72","-","-","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16,"Low"
"158","TCS_genomes_9","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.37","0.885","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.37","0.885","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","97","-","-","TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16,"Low"
